Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/06/2013,250,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,R M F LANDSCAPING LTD,26/06/2013,110,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,20/06/2013,1518.22,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,05/06/2013,104.03,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,05/06/2013,586.89,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,05/06/2013,233.75,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,05/06/2013,258.6,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,PHS GROUP LTD,05/06/2013,256.84,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,17/06/2013,215.99,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,17/06/2013,103,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/06/2013,151.2,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,18/06/2013,2586.72,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,18/06/2013,644.64,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Supplies & Services,Security Services,ADT FIRE & SECURITY PLC,26/06/2013,106,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,CEAN,Supplies & Services,Security Services,LOCKLEY SECURITY,05/06/2013,112,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,REDACTED PERSONAL INFORMATION,14/06/2013,131.25,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,14/06/2013,338339.92,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,14/06/2013,466629.78,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,07/06/2013,1682.48,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,17/06/2013,3500,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,17/06/2013,10468.23,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,STAFFORD TREE SERVICES,06/06/2013,600,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,JACOBS UK LIMITED,25/06/2013,766.43,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,25/06/2013,28000,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,3S PRINT & DISPLAY LIMITED,20/06/2013,1390,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,25/06/2013,10000,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,25/06/2013,27860.88,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,05/06/2013,225,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,05/06/2013,171,,,,,,,,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,STAFFORD TREE SERVICES,06/06/2013,600,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",GMAB,Supplies & Services,Subscriptions,MICRO LIBRARIAN SYSTEMS,19/06/2013,550,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",GMAB,Supplies & Services,Other Services,CULTUREKIND,19/06/2013,150,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",JCAD,Transport-Related Expenditure,Travelling Expenses General,CENTRAL TAXIS LTD SHREWSBURY,05/06/2013,204.5,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAC,Third Party Payments,Private Contractors,Lil Missy Salons,04/06/2013,500,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Premises-Related Expenditure,General Rents,AFC TELFORD UNITED,14/06/2013,240,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,14/06/2013,420,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,20/06/2013,480,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,20/06/2013,300,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HTS,03/06/2013,1500,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HTS,18/06/2013,1000,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,03/06/2013,170,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,03/06/2013,300,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,03/06/2013,472.48,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,03/06/2013,472.48,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,03/06/2013,1053,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,03/06/2013,590.6,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,03/06/2013,300,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,26/06/2013,300,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,26/06/2013,590.6,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,26/06/2013,200,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HTS,18/06/2013,1860,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HTS,18/06/2013,390,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,18/06/2013,300,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,18/06/2013,200,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,18/06/2013,590.6,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,26/06/2013,300,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Professional Subs,NATIONAL UNION OF TEACHERS,26/06/2013,291.67,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HTS,21/06/2013,1000,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Furniture - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/06/2013,170.4,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Furniture - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/06/2013,1023.34,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Furniture - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/06/2013,678.9,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Exam Fees,AQA,03/06/2013,115.8,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Exam Fees,AQA,03/06/2013,211.57,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Equipment - Hire,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),03/06/2013,462.13,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,School Meals,MIDSHIRE CATERING SERVICES LTD,26/06/2013,132.3,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Conference Expenses,Westminster Education Forum,26/06/2013,161.5,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Educational Visits,EXOTIC ZOO COMMUNITY INTEREST COMPANY,18/06/2013,150,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),18/06/2013,306.19,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Transport-Related Expenditure,Contract Hire,DIAMOND CARS (TELFORD) LTD,18/06/2013,195,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAT,Supplies & Services,Books,BEANSTALK,25/06/2013,4900,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",WKAB,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,11/06/2013,684.99,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",WKAB,Supplies & Services,Comp Hardware (Purch / Hire),PC WORLD BUSINESS DIRECT,04/06/2013,1333.32,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",WKAP,Capital Expenditure,Computer Hardware,WREKIN SERVICES LTD,04/06/2013,2274.6,,,,,,,,
Education & Skills,"Achievement, Standards & Alternative Provision",WKAS,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,03/06/2013,1125.81,,,,,,,,
Education & Skills,Consultancy & Advisory Services for Schools,GBAF,Supplies & Services,Materials,LEGOeducation,13/06/2013,209.93,,,,,,,,
Education & Skills,Consultancy & Advisory Services for Schools,GBAJ,Employees,Course Fees,Autism Independent UK,13/06/2013,440.45,,,,,,,,
Education & Skills,Consultancy & Advisory Services for Schools,GBAJ,Employees,Training Expenses,REDACTED PERSONAL INFORMATION,25/06/2013,854.25,,,,,,,,
Education & Skills,"Leadership, Management & Governor Services",KGAA,Supplies & Services,Subscriptions,LEARNING POOL LTD,04/06/2013,356,,,,,,,,
Education & Skills,"Leadership, Management & Governor Services",KSAE,Employees,Course Fees,NEWSTART NETWORKS CIC,13/06/2013,500,,,,,,,,
Education & Skills,"Leadership, Management & Governor Services",KSAE,Employees,Course Fees,EDU-FIT EXTREME LTD,03/06/2013,180,,,,,,,,
Education & Skills,"Leadership, Management & Governor Services",KSAE,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,03/06/2013,150,,,,,,,,
Education & Skills,"Leadership, Management & Governor Services",KSAE,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),13/06/2013,133.68,,,,,,,,
Education & Skills,"Leadership, Management & Governor Services",KSAE,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),03/06/2013,216,,,,,,,,
Education & Skills,School Improvement,KHAA,Third Party Payments,DSG - High Needs Block,PRIORSLEE ACADEMY,19/06/2013,3286.45,,,,,,,,
Education & Skills,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,04/06/2013,1092,,,,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,ABRAHAM DARBY ACADEMY,19/06/2013,9055.37,,,,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,Wrockwardine Wood Arts Academy,19/06/2013,1436.67,,,,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,Sutherland Co-operative Academy,19/06/2013,1712.4,,,,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,Lakeside Academy,19/06/2013,732.84,,,,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,Phoenix Academy,19/06/2013,333.77,,,,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,MADELEY ACADEMY TRUST LTD,19/06/2013,13931.35,,,,,,,,
Education & Skills,School Improvement,KHBE,Supplies & Services,Conference Expenses,Government Knowledge Events Ltd,19/06/2013,270,,,,,,,,
Education & Skills,School Improvement,KHBE,Supplies & Services,Consultants Fees,THE CO-OPERATIVE COLLEGE,19/06/2013,140.04,,,,,,,,
Education & Skills,School Improvement,KHBE,Supplies & Services,Consultants Fees,THE CO-OPERATIVE COLLEGE,19/06/2013,190,,,,,,,,
Education & Skills,School Improvement,KNAB,Third Party Payments,DSG - High Needs Block,Sutherland Co-operative Academy,24/06/2013,21245,,,,,,,,
Education & Skills,School Improvement,KNAB,Third Party Payments,DSG - High Needs Block,PRIORSLEE ACADEMY,24/06/2013,2851,,,,,,,,
Education & Skills,School Improvement,KSAP,Employees,Training Expenses,LEARNING ENHANCED EVENTS,03/06/2013,180,,,,,,,,
Education & Skills,School Improvement,KSAP,Supplies & Services,Consultants Fees,LANGUAGE EDUCATION AND PARTNERSHIPS LTD,03/06/2013,150,,,,,,,,
Education & Skills,School Improvement,KSAP,Supplies & Services,Consultants Fees,Corngreaves National Teaching School,03/06/2013,275,,,,,,,,
Education & Skills,Schools,KCAJ,Supplies & Services,Equipment - Purchase,TTS GROUP LTD,24/06/2013,-179.9,,,,,,,,
Education & Skills,Schools,KCAJ,Supplies & Services,Equipment - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),05/06/2013,101.61,,,,,,,,
Education & Skills,Schools,KCAN,Premises-Related Expenditure,Hire Of Rooms,PARK INN TELFORD,28/06/2013,1902.92,,,,,,,,
Education & Skills,Schools Organisation & Trading Co-ordination,GBAH,Supplies & Services,Administrative/Office Supplies,P & MM LIMITED,14/06/2013,357.2,,,,,,,,
Education & Skills,Schools Organisation & Trading Co-ordination,KNAK,Supplies & Services,Other Services,A&E Legal Training,18/06/2013,837.4,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Premises-Related Expenditure,Hire Of Rooms,WROCKWARDINE WOOD & TRENCH PC 06047988,04/06/2013,337.5,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Mobile Phones,ORANGE PCS LTD,04/06/2013,135,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,CITY & GUILDS,05/06/2013,165,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,OCN WEST MIDLANDS REGION,19/06/2013,104,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Printing - Other,MARKETING AT THE MILL,18/06/2013,120,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),04/06/2013,133.03,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAC,Premises-Related Expenditure,General Rents,A J (TELFORD) SELF-STORAGE LTD,17/06/2013,114.39,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAG,Supplies & Services,Telephones,ORANGE PCS LTD,27/06/2013,675,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAG,Supplies & Services,Telephones,ORANGE PCS LTD,27/06/2013,675,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAG,Supplies & Services,Telephones,ORANGE PCS LTD,26/06/2013,945,,,,,,,,
Education & Skills,"Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAG,Supplies & Services,Printing - Other,LEXON,04/06/2013,189.12,,,,,,,,
