Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/07/2018,104.64
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/07/2018,1272.71
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/07/2018,583.64
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,03/07/2018,1420
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,19/07/2018,137.25
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/07/2018,199
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/07/2018,130.1
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/07/2018,107.44
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,03/07/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,17/07/2018,173.49
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,17/07/2018,159.72
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,17/07/2018,130.68
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,George Birchall Limited,20/07/2018,303
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,George Birchall Limited,20/07/2018,136
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,19/07/2018,476.76
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,George Birchall Limited,20/07/2018,122
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,19/07/2018,139.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,05/07/2018,101.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,24/07/2018,102
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,24/07/2018,216.46
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,24/07/2018,680.64
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,24/07/2018,235.62
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,DMW ENVIRONMENTAL SAFETY LTD,09/07/2018,450
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL ,20/07/2018,475
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL ,20/07/2018,495
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL ,20/07/2018,416.39
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,17/07/2018,182.79
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL ,20/07/2018,500
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL ,19/07/2018,773.23
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/07/2018,2107.87
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/07/2018,598.78
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/07/2018,149.73
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,23/07/2018,2591
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,23/07/2018,3888
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,23/07/2018,471.74
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/07/2018,1405
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/07/2018,2424
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,346.24
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,315.02
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,271.8
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,530
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,JCE & SONS LTD,17/07/2018,345
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,17/07/2018,217.56
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,311.71
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,224.7
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,19/07/2018,303.59
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,George Birchall Limited,09/07/2018,100.14
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,19/07/2018,196.06
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,D J Hinton & Company Ltd,19/07/2018,2764
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/07/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/07/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/07/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/07/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/07/2018,544.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/07/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,SECURITY WISE LTD,24/07/2018,655
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,SECURITY WISE LTD,05/07/2018,1867
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/07/2018,114.53
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/07/2018,113.54
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,WREKIN HOUSING TRUST (TENANCIES/RENT),16/07/2018,1780.87
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,BOURNVILLE VILLAGE TRUST,16/07/2018,3009.03
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,WREKIN HOUSING TRUST (CARE SUPPORT PYMTS ONLY),16/07/2018,1425.84
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,WREKIN HOUSING TRUST (CARE SUPPORT PYMTS ONLY),16/07/2018,1535.82
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,WREKIN HOUSING TRUST (CARE SUPPORT PYMTS ONLY),16/07/2018,2102.23
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,WREKIN HOUSING TRUST (CARE SUPPORT PYMTS ONLY),16/07/2018,2133.95
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,WREKIN HOUSING TRUST (CARE SUPPORT PYMTS ONLY),16/07/2018,1324.44
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC ,24/07/2018,130.23
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BUDGET GAS LTD,12/07/2018,187.25
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (52464055),24/07/2018,176.21
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,09/07/2018,125
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,09/07/2018,240
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,02/07/2018,360
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,27/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,13/07/2018,400
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,13/07/2018,195
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,360
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,24/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,20/07/2018,145
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,20/07/2018,352.23
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,27/07/2018,134.52
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,27/07/2018,134.52
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,27/07/2018,183
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Hygiene Services,PHS GROUP,05/07/2018,483.04
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,PHS GROUP,05/07/2018,106.09
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,1148.87
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,1044.82
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,12338.94
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,1161.21
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,262.02
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,970.72
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,341.19
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,146.22
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,1642.29
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/07/2018,194.61
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/07/2018,180.92
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/07/2018,1300.49
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,27/07/2018,363.25
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,27/07/2018,155.68
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,13/07/2018,606.01
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,13/07/2018,1987.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/07/2018,993.98
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/07/2018,811.9
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/07/2018,165.14
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/07/2018,922.66
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/07/2018,205
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/07/2018,166.89
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/07/2018,1340
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/07/2018,2011.4
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/07/2018,170.82
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/07/2018,325
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,24/07/2018,2095
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,05/07/2018,1279
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Contract Cleaning,TELFORD & WREKIN SERVICES LTD,13/07/2018,926.36
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Contract Cleaning,TELFORD & WREKIN SERVICES LTD,05/07/2018,926.36
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,05/07/2018,499.18
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,20/07/2018,469.58
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,TAYLORS MECHANICAL H & P SERVICES LTD,20/07/2018,384
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,20/07/2018,175
