Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,100.03
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,126.02
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,110.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,112.15
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,159.56
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,113.64
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,121.99
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,129.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,101.22
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,126.97
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,131.54
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,118.65
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,108.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,228.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,114.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,183.79
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,169.53
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,115.28
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,113.87
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,186.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,203.64
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,157.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,100.63
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,129.02
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,117.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,173.37
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,136.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,107.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,224.74
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,104.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,120.98
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,104.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,160.44
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,109.07
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,108.72
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,150.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,134.11
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,106.16
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,125.29
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,144.94
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,129.16
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,161.7
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,135.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,113.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,118.56
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,104.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,114.12
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,148.79
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,102.47
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,129.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,112.68
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,112.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,106.78
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,109.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,110.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,149.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,198.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,130.66
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,140.04
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,127.29
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,113.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,103.75
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,110.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,185.9
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,109.29
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,105.2
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,131.13
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,01/02/2018,139.05
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,108.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,175.07
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,217.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,116.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,170.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,146.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,161.53
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,163.67
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,107.41
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,119.8
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,130.83
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,107.95
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,122.26
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,131.99
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,166.08
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,114.12
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,116.95
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,166.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,162.12
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,106.59
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,120.26
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,165.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,142.1
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2018,138.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,145.74
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,130
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,168.7
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,121.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,127.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,147.44
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,201.13
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,158.67
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,111
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,106.18
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,119
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,102.89
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,157.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,142.37
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,08/02/2018,102.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,05/02/2018,203.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,05/02/2018,225.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,05/02/2018,306.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,05/02/2018,161.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,05/02/2018,114.75
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,23/02/2018,209
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,23/02/2018,245.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,23/02/2018,209
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,141.44
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,168.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,104.46
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,148.98
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,174.11
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,117.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,206.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,203.26
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,190.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,161.8
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,147.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,108.7
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,117.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,123.79
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,107.97
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,351.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,185.51
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,101.86
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,188.76
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,268.66
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,127.85
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,139.27
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,109.36
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,324.1
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,254.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,200.28
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,182.78
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,120
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,157.33
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,128.54
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,244.35
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,172.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,154.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,152.8
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,199.19
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,114.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,146.83
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,183.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,101.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,110.98
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,26/02/2018,266.98
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,07/02/2018,105.49
