Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,02/04/2013,297.52,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,17/04/2013,297.52,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,17/04/2013,297.52,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,17/04/2013,297.52,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Lift Maintenance,ARJOHUNTLEIGH UK,29/04/2013,239.6,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,ABC FIRE & SECURITY LTD,29/04/2013,123,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,18/04/2013,212.82,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,17/04/2013,105,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,24/04/2013,648.91,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,24/04/2013,167.22,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,24/04/2013,107.69,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS,04/04/2013,244.05,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,725.68,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,425.63,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,402.11,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,655.68,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,727.2,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,SOUTHERN ELECTRIC,26/04/2013,765.28,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,138.52,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS,11/04/2013,1193.26,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,302.27,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Gas,E.ON,02/04/2013,1095.32,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/04/2013,3409.77,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/04/2013,618.98,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,08/04/2013,206.95,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,11/04/2013,207.5,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,11/04/2013,233.75,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Building Cleaning DSO,FCC RECYCLING (UK) LIMITED,02/04/2013,189.15,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,11/04/2013,392.62,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,825,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,375,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,11/04/2013,350,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,300,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,300,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,472.82,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,300,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,279.59,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,VANGUARD ALARMS LIMITED,12/04/2013,458.95,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,05/04/2013,1340.22,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,11/04/2013,2395.64,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),17/04/2013,514.29,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,SOUTHERN ELECTRIC,04/04/2013,2062.12,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/04/2013,-304.96,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,414.65,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,24/04/2013,309.53,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,259.9,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,285.21,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,279.59,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,263.94,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,279.67,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,270.66,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,270.66,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,270.66,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,330.63,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/04/2013,361.25,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,105.64,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,-348.36,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,279.67,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/04/2013,436.7,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,144,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,675,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,825,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,300,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,04/04/2013,172.34,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,02/04/2013,258.6,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,18/04/2013,172.34,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,17/04/2013,1437.5,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,17/04/2013,468.75,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Premises-Related Expenditure,R&M -Building Other,ADRIAN MARSH LIMITED,11/04/2013,145.2,,,,,
"Development, Business & Housing",Estates & Investments,CEAN,Supplies & Services,Security Services,LOCKLEY SECURITY,11/04/2013,112,,,,,
"Development, Business & Housing",Estates & Investments,WCAJ,Capital Expenditure,Payments to Contractor,KNOWLES,10/04/2013,3525.7,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Other Capital Expenditure,MEETING POINT TRUST LTD,23/04/2013,2014.9,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,05/04/2013,365.9,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,External Professional Fees,CALFORDSEADEN LLP,08/04/2013,380,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,External Professional Fees,KNOWLES,10/04/2013,262.5,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,External Professional Fees,KNOWLES,10/04/2013,262.5,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,12/04/2013,64027.95,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,12/04/2013,258493.05,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,12/04/2013,357193.37,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,29/04/2013,2691.16,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES,23/04/2013,9132.3,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,Telford Hotel Ltd,17/04/2013,4633.38,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,ALS ENVIRONMENTAL LIMITED,08/04/2013,126.63,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,National Grid Gas plc,05/04/2013,-5281.4,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,STAFFORD TREE SERVICES,08/04/2013,8750,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Marketing / Advertising,Purchase Card,12/04/2013,290,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,12/04/2013,225,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Marketing / Advertising,Rick Shaw Designs,19/04/2013,267.5,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Other Capital Expenditure,DTZ DEBENHAM TIE LEUNG,12/04/2013,-7372.81,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,05/04/2013,1129.75,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Other Capital Expenditure,DTZ CLIENT ACC RE:COMMON RECEIPTS NAT,12/04/2013,7372.81,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,12/04/2013,9968.23,,,,,
"Development, Business & Housing",Estates & Investments,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,05/04/2013,6676.09,,,,,
"Development, Business & Housing",Estates & Investments,WCSP,Capital Expenditure,Payments to Contractor,RODGERS LEASK ENVIRONMENTAL LTD,25/04/2013,4115,,,,,
"Development, Business & Housing",Estates & Investments,WCSP,Capital Expenditure,External Professional Fees,RODGERS LEASK ENVIRONMENTAL LTD,25/04/2013,2750,,,,,
"Development, Business & Housing",Estates & Investments,WCSP,Capital Expenditure,External Professional Fees,CARTER JONAS,08/04/2013,650,,,,,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,RPS DESIGN LTD,05/04/2013,9318.88,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/04/2013,6069.16,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/04/2013,6069.16,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,17/04/2013,6069.16,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,17/04/2013,3351.81,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,17/04/2013,3351.81,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,17/04/2013,3351.81,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,11/04/2013,250,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Transport-Related Expenditure,Licences,CENTRE FOR EDUCATION&FINANCE MANAGEMENT,26/04/2013,5833.7,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Transport-Related Expenditure,Licences,PVSL,23/04/2013,6963.42,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Transport-Related Expenditure,Licences,THE EDUCATIONAL RECORDING AGENCY LTD,23/04/2013,5119.09,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Transport-Related Expenditure,Licences,CENTRE FOR EDUCATION&FINANCE MANAGEMENT,26/04/2013,6239.74,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAD,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,17/04/2013,17904.19,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAS,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/04/2013,180.06,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAS,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/04/2013,284.81,,,,,
"Development, Business & Housing",Facilities Management and Cleaning,CFAS,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/04/2013,116.78,,,,,
